source_lang,target_lang,source_term,target_term,category
en,zh,Site Collection Images,网站集图像,微软术语
en,zh,unit conversion factor,单位换算系数,微软术语
en,zh,resolver,解析程序,微软术语
en,zh,Accelerated Cost Recovery System,加速折旧法,微软术语
en,zh,recursive query,递归查询,微软术语
en,zh,CTP,CTP,微软术语
en,zh,Community Technology Preview,社区技术预览版,微软术语
en,zh,capture trigger,捕获触发器,微软术语
en,zh,Windows Sidebar,Windows 边栏,微软术语
en,zh,NTSC DV-AVI,NTSC DV-AVI,微软术语
en,zh,DV-AVI (NTSC),DV-AVI (NTSC),微软术语
en,zh,declaration,声明,微软术语
en,zh,Microsoft Operations Manager agent,Microsoft Operations Manager 代理,微软术语
en,zh,MOM agent,MOM 代理,微软术语
en,zh,journal,日志,微软术语
en,zh,Software Licensing Commerce Client,软件授权商务客户端,微软术语
en,zh,SLCC,SLCC,微软术语
en,zh,cell,单元,微软术语
en,zh,postmaster,postmaster,微软术语
en,zh,ICM,ICM,微软术语
en,zh,Image Color Matching,图像颜色匹配,微软术语
en,zh,Transport Layer Security,传输层安全性,微软术语
en,zh,TLS,TLS,微软术语
en,zh,typeface,字样,微软术语
en,zh,development workstation,开发工作站,微软术语
en,zh,relationship,关系,微软术语
en,zh,EDIFACT,EDIFACT,微软术语
en,zh,MORG,MORG,微软术语
en,zh,medium organization,中型组织,微软术语
en,zh,peer-caching,对等缓存,微软术语
en,zh,virtual machine name,虚拟机名称,微软术语
en,zh,virtual machine identity,虚拟机标识,微软术语
en,zh,failure,失败,微软术语
en,zh,e-mail quick key,快速键,微软术语
en,zh,static adapter,静态适配器,微软术语
en,zh,chroma,色度,微软术语
en,zh,Allotments Remaining,剩余服务配额,微软术语
en,zh,DNS client,DNS 客户端,微软术语
en,zh,SYLK file,SYLK 文件,微软术语
en,zh,symbolic link file,符号链接文件格式,微软术语
en,zh,bill of lading,提单,微软术语
en,zh,virtual key code,虚拟键代码,微软术语
en,zh,Bulk Duplicate Detection,批量重复检测,微软术语
en,zh,base table,基表,微软术语
en,zh,PAGE DOWN key,Page Down 键,微软术语
en,zh,Phase Alternating Line,逐行倒相制式 (PAL制),微软术语
en,zh,PAL,PAL 制,微软术语
en,zh,command interpreter,命令解释器,微软术语
en,zh,Phishing Filter,钓鱼网站筛选器,微软术语
en,zh,sampling,采样,微软术语
en,zh,decision tree,决策树,微软术语
en,zh,static property,静态属性,微软术语
en,zh,anchor,定位标记,微软术语
en,zh,value substitution,值替换,微软术语
en,zh,rootkit,Rootkit,微软术语
en,zh,Windows Mail,Windows Mail,微软术语
en,zh,server administrator,服务器管理员,微软术语
en,zh,mouse pointer,鼠标指针,微软术语
en,zh,pointer,指针,微软术语
en,zh,Internet Explorer Administration Kit,Internet Explorer 管理工具包,微软术语
en,zh,IEAK,IEAK,微软术语
en,zh,registration,对准,微软术语
en,zh,selection handle,所选项目控点,微软术语
en,zh,column graph,柱形图,微软术语
en,zh,SOAP adapter,SOAP 适配器,微软术语
en,zh,invoice product,发票产品,微软术语
en,zh,user locale,用户区域设置,微软术语
en,zh,vector,矢量,微软术语
en,zh,connection string,连接字符串,微软术语
en,zh,COM-structured storage file,COM 结构的存储文件,微软术语
en,zh,area,区域,微软术语
en,zh,scan interval,扫描间隔,微软术语
en,zh,contract,协定,微软术语
en,zh,clip collection,剪辑收藏集,微软术语
en,zh,ActiveX Data Objects,ActiveX 数据对象,微软术语
en,zh,ADO,ADO,微软术语
en,zh,storage report,存储报告,微软术语
en,zh,constraint violation,约束冲突,微软术语
en,zh,long parsing,长分析,微软术语
en,zh,tabify,替换为制表符,微软术语
en,zh,10baseT,10baseT,微软术语
en,zh,toggle key,切换键,微软术语
en,zh,elevation of privilege,特权提升,微软术语
en,zh,elevation,提升,微软术语
en,zh,upgrade,升级,微软术语
en,zh,IAS Server,IAS 服务器,微软术语
en,zh,Retrieve,取回,微软术语
en,zh,Everyone,Everyone,微软术语
en,zh,activity,活动,微软术语
en,zh,business activity,业务活动,微软术语
en,zh,Hardcopy Cable Replacement Profile,Hardcopy Cable Replacement Profile,微软术语
en,zh,HCRP,HCRP,微软术语
en,zh,portrait orientation,纵向,微软术语
en,zh,portrait,纵向,微软术语
en,zh,shortcut key,快捷键,微软术语
en,zh,key combination,组合键,微软术语
en,zh,copy protection,复制保护,微软术语
en,zh,MDX formula,MDX 公式,微软术语
en,zh,character string,字符串,微软术语
en,zh,certificate,证书,微软术语
en,zh,digital certificate,数字证书,微软术语
en,zh,security certificate,安全证书,微软术语
en,zh,data bar,数据栏,微软术语
en,zh,access,访问,微软术语
en,zh,Diagnostic Service Host,诊断服务主机,微软术语
en,zh,CMYK,CMYK,微软术语
en,zh,crash dump,故障转储,微软术语
en,zh,dump,转储,微软术语
en,zh,software factory documentation,软件工厂文档,微软术语
en,zh,Winsock proxy client,Winsock 代理客户端,微软术语
en,zh,global mapping,全局映射,微软术语
en,zh,iterator,迭代器,微软术语
en,zh,enumerator,枚举器,微软术语
en,zh,Analysis Services,Analysis Services,微软术语
en,zh,SQL Server Analysis Services,SQL Server Analysis Services,微软术语
en,zh,SSAS,SSAS,微软术语
en,zh,administrative vulnerability,管理漏洞,微软术语
en,zh,dimension granularity,维度粒度,微软术语
en,zh,legacy device,旧设备,微软术语
en,zh,code element,码位元素,微软术语
en,zh,code point,码位,微软术语
en,zh,class module,类模块,微软术语
en,zh,handler,处理程序,微软术语
en,zh,hit,命中,微软术语
en,zh,interrupt request,中断请求,微软术语
en,zh,IRQ,IRQ,微软术语
en,zh,interrupt,中断,微软术语
en,zh,catalog merge,目录合并,微软术语
en,zh,log viewer,日志查看器,微软术语
en,zh,withholding tax,预缴税金,微软术语
en,zh,withholdings,预缴税金,微软术语
en,zh,Active Server,活动服务器,微软术语
en,zh,data loss tolerance,数据丢失容错,微软术语
en,zh,protection plan,保护计划,微软术语
en,zh,license key seed,许可证密钥种子,微软术语
en,zh,shape,形状,微软术语
en,zh,formatted text,格式化文本,微软术语
en,zh,custom recipient,自定义接收人,微软术语
en,zh,memory,内存,微软术语
en,zh,Humour,幽默,微软术语
en,zh,page output cache,页面输出缓存,微软术语
en,zh,application life cycle,应用程序生命周期,微软术语
en,zh,Advanced Power Management,高级电源管理,微软术语
en,zh,APM,APM,微软术语
en,zh,GB,GB,微软术语
en,zh,gigabyte,GB,微软术语
en,zh,physical date,实际日期,微软术语
en,zh,intelligent streaming,智能流式播放,微软术语
en,zh,miter join,斜角连接,微软术语
en,zh,movie file,电影文件,微软术语
en,zh,HWS Administration,HWS 服务管理,微软术语
en,zh,Human Workflow Services Administration,工作流服务管理,微软术语
en,zh,fault tolerance,容错,微软术语
en,zh,semantic error,语义错误,微软术语
en,zh,raster,光栅,微软术语
en,zh,East-West,东-西,微软术语
en,zh,dual stack,双协议栈,微软术语
en,zh,log shipping job,日志传送操作,微软术语
en,zh,mailing list,邮寄列表,微软术语
en,zh,manual failover,手动故障转移,微软术语
en,zh,Cake pan button,蛋糕盘按钮,微软术语
en,zh,authorization,授权,微软术语
en,zh,standard module,标准模块,微软术语
en,zh,participant code,参与者代码,微软术语
en,zh,anonymous post,匿名发送,微软术语
en,zh,local user profile,本地用户配置文件,微软术语
en,zh,scroll bar,滚动条,微软术语
en,zh,page banner,网页横幅,微软术语
en,zh,passing mechanism,传入机制,微软术语
en,zh,distributed denial of service attack,分布式拒绝服务,微软术语
en,zh,DDoS attack,DDoS,微软术语
en,zh,expense report,零用金报销单,微软术语
en,zh,sort,排序,微软术语
en,zh,ADOMD.NET,ADOMD.NET,微软术语
en,zh,ActiveX Data Objects MultiDimensional.NET,ActiveX Data Objects MultiDimensional.NET,微软术语
en,zh,administrator account,Administrator 帐户,微软术语
en,zh,administrator,Administrator,微软术语
en,zh,built-in administrator,内置 Administrator,微软术语
en,zh,built-in administrator account,内置 Administrator 帐户,微软术语
en,zh,comma-separated value file,逗号分隔值文件,微软术语
en,zh,comma-separated values file,逗号分隔值文件,微软术语
en,zh,comma delimited file,逗号分隔文件,微软术语
en,zh,comma-delimited file,逗号分隔文件,微软术语
en,zh,comma-separated file,逗号分隔文件,微软术语
en,zh,CSV,CSV,微软术语
en,zh,XML Signature,XML签名,微软术语
en,zh,heartbeat checking,检查检测信号,微软术语
en,zh,remote reference,远程引用,微软术语
en,zh,video display driver,视频显示驱动器,微软术语
en,zh,video driver,视频驱动器,微软术语
en,zh,token,标记,微软术语
en,zh,custom adapter,自定义适配器,微软术语
en,zh,snippet,片段,微软术语
en,zh,code snippet,代码片段,微软术语
en,zh,Mute Me,将我设为静音,微软术语
en,zh,driver package,驱动程序包,微软术语
en,zh,command timeout,命令超时,微软术语
en,zh,Common Structure Services,通用结构服务,微软术语
en,zh,assembly metadata,程序集元数据,微软术语
en,zh,tab order,Tab 键顺序,微软术语
en,zh,static allocation,静态分配,微软术语
en,zh,chart,图表,微软术语
en,zh,owner,负责人,微软术语
en,zh,client/server architecture,客户端/服务器体系结构,微软术语
en,zh,client/server computing,客户端/服务器计算,微软术语
en,zh,pivot area,透视区域,微软术语
en,zh,GDI+,GDI+,微软术语
en,zh,RAM card,RAM 插件,微软术语
en,zh,random access memory card,随机存取内存卡,微软术语
en,zh,quality dissatisfaction,质量不达标,微软术语
en,zh,assembly cache,程序集缓存,微软术语
en,zh,Extensible Stylesheet Language,可扩展样式表语言,微软术语
en,zh,XSL,XSL,微软术语
en,zh,clock rate,时钟速率,微软术语
en,zh,clock speed,时钟速度,微软术语
en,zh,double-click,双击,微软术语
en,zh,mode,模式,微软术语
en,zh,location,位置,微软术语
en,zh,parameter block,参数块,微软术语
en,zh,customer,客户,微软术语
en,zh,logical source,逻辑源,微软术语
en,zh,custom source,自定义源,微软术语
en,zh,netiquette,netiquette,微软术语
en,zh,network etiquette,网络规矩,微软术语
en,zh,POST,张贴,微软术语
en,zh,power-on self test,开机自检,微软术语
en,zh,network card driver,网卡驱动程序,微软术语
en,zh,Last Heartbeat,上次检测信号,微软术语
en,zh,pen comment,手写批注,微软术语
en,zh,device driver,设备驱动程序,微软术语
en,zh,driver,驱动程序,微软术语
en,zh,active presenter,当前演示者,微软术语
en,zh,remote Distributor,远程分发服务器,微软术语
en,zh,keep-alive connection,保持的连接,微软术语
en,zh,primary database,主数据库,微软术语
en,zh,full installation,完全安装,微软术语
en,zh,end-of-file,文件尾,微软术语
en,zh,EOF,EOF,微软术语
en,zh,expected revenue,预期收入,微软术语
en,zh,active script,活动脚本,微软术语
en,zh,transaction manager,事务管理器,微软术语
en,zh,Publishing Resources,Publishing Resources 功能,微软术语
en,zh,usage scenario,使用方案,微软术语
en,zh,code review,代码评审,微软术语
en,zh,review,评审,微软术语
en,zh,ActiveX,ActiveX,微软术语
en,zh,baseband network,基带网络,微软术语
en,zh,b-spline path,b-spline 路径,微软术语
en,zh,push replication,推送复制,微软术语
en,zh,HTML element,HTML 元素,微软术语
en,zh,database role,数据库角色,微软术语
en,zh,bigint,bigint,微软术语
en,zh,large number,大数,微软术语
en,zh,key,密钥,微软术语
en,zh,SSI,SSI,微软术语
en,zh,server-side include,服务器端包含,微软术语
en,zh,value mapping,值映射,微软术语
en,zh,addition operator,加号,微软术语
en,zh,OLE/DDE link,OLE/DDE 链接,微软术语
en,zh,link,链接,微软术语
en,zh,authenticate,验证,微软术语
en,zh,switching,交换,微软术语
en,zh,policy,策略,微软术语
en,zh,Find,查找,微软术语
en,zh,WQL,WQL,微软术语
en,zh,WMI Query Language,WMI 查询语言,微软术语
en,zh,octet,八进制数,微软术语
en,zh,User Profile Hive Cleanup Service,User Profile Hive Cleanup Service,微软术语
en,zh,UPHClean,UPHClean,微软术语
en,zh,CGA,CGA,微软术语
en,zh,color graphics adapter,彩色/图形适配器,微软术语
en,zh,configure,配置,微软术语
en,zh,mock object,mock 对象,微软术语
en,zh,helper DC,帮助器 DC,微软术语
en,zh,Windows Media Audio 9 Professional,Windows Media Audio 9 Professional,微软术语
en,zh,WMA Pro,WMA Pro,微软术语
en,zh,library,库,微软术语
en,zh,document library,文档库,微软术语
en,zh,remote,远程的,微软术语
en,zh,file differential backup,文件差异备份,微软术语
en,zh,PDC,PDC,微软术语
en,zh,primary domain controller,主域控制器,微软术语
en,zh,Follow Up,跟进,微软术语
en,zh,port,端口,微软术语
en,zh,SHV,SHV,微软术语
en,zh,system health validator,系统健康验证程序,微软术语
en,zh,In a meeting,正在开会,微软术语
en,zh,site path rule,网站路径规则,微软术语
en,zh,available,可用的,微软术语
en,zh,error trapping,错误捕获,微软术语
en,zh,server process,服务器进程,微软术语
en,zh,helper application,帮助应用程序,微软术语
en,zh,helper,帮助程序,微软术语
en,zh,address class,地址类,微软术语
en,zh,Calculator,计算器,微软术语
en,zh,cash on delivery,货到付款,微软术语
en,zh,COD,货到付款,微软术语
en,zh,tabular data stream,表格格式数据流,微软术语
en,zh,TDS,TDS,微软术语
en,zh,calculated expression,计算表达式,微软术语
en,zh,auxiliary display,辅助显示,微软术语
en,zh,industry code,工业代码,微软术语
en,zh,cartridge,盒,微软术语
en,zh,coarse language,粗俗语言,微软术语
en,zh,crude indecent language,极度粗俗语言,微软术语
en,zh,L,L,微软术语
en,zh,Formatting Palette,格式选项板,微软术语
en,zh,body,正文,微软术语
en,zh,UNIX file permissions,UNIX 文件权限,微软术语
en,zh,publisher,发布服务器,微软术语
en,zh,publisher database,发布服务器数据库,微软术语
en,zh,Has Floor status,获得讲席状态,微软术语
en,zh,Advanced Encryption Standard,高级加密标准,微软术语
en,zh,AES,AES,微软术语
en,zh,key object,项对象,微软术语
en,zh,Repository SQL schema,存储库 SQL 架构,微软术语
en,zh,collection letter fee,催款单费用,微软术语
en,zh,personal schedule,个人计划,微软术语
en,zh,Windows Live Movie Maker,Windows Live 影音制作,微软术语
en,zh,Movie Maker,影音制作,微软术语
en,zh,Internet Information Services,Internet Information Services,微软术语
en,zh,Microsoft Internet Information Services,Microsoft Internet Information Services,微软术语
en,zh,IIS,IIS,微软术语
en,zh,coordinate,坐标,微软术语
en,zh,repudiation,否认性,微软术语
en,zh,text field,文本字段,微软术语
en,zh,RTC,RTC,微软术语
en,zh,real-time clock,实时时钟,微软术语
en,zh,link layer,链路层,微软术语
en,zh,health monitoring,运行状况监视,微软术语
en,zh,original sales invoice,原始销售发票,微软术语
en,zh,service access point,服务访问点,微软术语
en,zh,MDX Editor,MDX 编辑器,微软术语
en,zh,schedule,日程安排,微软术语
en,zh,radix,基数,微软术语
en,zh,resource data,资源数据,微软术语
en,zh,unallocated space,未分配空间,微软术语
en,zh,overlap,重叠,微软术语
en,zh,pre-filter,初级筛选器,微软术语
en,zh,autostatic update,自动静态更新,微软术语
en,zh,facility,设施,微软术语
en,zh,Authenticode,验证码,微软术语
en,zh,Cluster service,群集服务,微软术语
en,zh,unsigned driver,未签名驱动程序,微软术语
en,zh,error log,错误日志,微软术语
en,zh,pointing device,指针设备,微软术语
en,zh,DIVISION SIGN,除号,微软术语
en,zh,comparison operator,比较运算符,微软术语
en,zh,direct event handling,直接事件处理,微软术语
en,zh,easily,轻松地,微软术语
en,zh,PerformancePoint common services,PerformancePoint 公共服务,微软术语
en,zh,text direction,文字方向,微软术语
en,zh,performance threshold,性能阈值,微软术语
en,zh,join,联接,微软术语
en,zh,Java Virtual Machine,Java 虚拟机,微软术语
en,zh,JVM,JVM,微软术语
en,zh,GPO,GPO,微软术语
en,zh,connectionless,无连接的,微软术语
en,zh,linked object,链接对象,微软术语
en,zh,%SYSTEMROOT%,%SYSTEMROOT%,微软术语
en,zh,systemroot,systemroot,微软术语
en,zh,SharePoint group,SharePoint 组,微软术语
en,zh,remote table,远程表,微软术语
en,zh,acceptance testing,验收测试,微软术语
en,zh,session state,会话状态,微软术语
en,zh,custom server control,自定义服务器控件,微软术语
en,zh,EU Data Protection Directive,欧盟资料保护指令,微软术语
en,zh,resource fork,资源分叉,微软术语
en,zh,Personal Information Manager,个人信息管理器,微软术语
en,zh,service pack,Service Pack,微软术语
en,zh,SP,SP,微软术语
en,zh,cycle diagram,循环图,微软术语
en,zh,EISA,EISA,微软术语
en,zh,Extended Industry Standard Architecture,扩展工业标准结构,微软术语
en,zh,enhanced folder,增强型文件夹,微软术语
en,zh,SQL Server 2005 Express Edition,SQL Server 2005 Express Edition,微软术语
en,zh,user group,用户组,微软术语
en,zh,primary table,主表,微软术语
en,zh,Mini-Setup wizard,最小化安装向导,微软术语
en,zh,vertical filtering,垂直筛选,微软术语
en,zh,sequential processing,顺序处理,微软术语
en,zh,hash algorithm,哈希算法,微软术语
en,zh,hash function,哈希算法,微软术语
en,zh,hashing function,哈希函数,微软术语
en,zh,aliasing bug,别名错误,微软术语
en,zh,acute accent,锐音符,微软术语
en,zh,minor version,次要版本,微软术语
en,zh,cost basis,成本基数,微软术语
en,zh,configuration,配置,微软术语
en,zh,system configuration,系统配置,微软术语
en,zh,destination area,目标区域,微软术语
en,zh,promissory note,本票,微软术语
en,zh,hard copy,打印件,微软术语
en,zh,implicit transaction,隐式事务,微软术语
en,zh,write back,回写,微软术语
en,zh,LUID,LUID,微软术语
en,zh,locally-unique identifier,本地唯一标识符,微软术语
en,zh,capture drift,捕获偏移,微软术语
en,zh,area chart,分区图,微软术语
en,zh,zone,区域,微软术语
en,zh,trust,信任,微软术语
en,zh,setup initialization file,安装程序初始化文件,微软术语
en,zh,extended character,扩展字符,微软术语
en,zh,resolve,解析,微软术语
en,zh,software update,软件更新,微软术语
en,zh,synchronize,同步,微软术语
en,zh,sync,同步,微软术语
en,zh,summary function,汇总函数,微软术语
en,zh,nonprinting region,非打印区域,微软术语
en,zh,load balancing,负载均衡,微软术语
en,zh,B-spline,B-spline,微软术语
en,zh,table of authorities,引文目录,微软术语
en,zh,input focus,输入点,微软术语
en,zh,relational algebra,关系代数,微软术语
en,zh,synchronous data exchange,同步数据交换,微软术语
en,zh,arrow key,箭头键,微软术语
en,zh,cursor key,光标键,微软术语
en,zh,mandatory field,必填字段,微软术语
en,zh,required field,必填字段,微软术语
en,zh,.mpeg,.mpeg,微软术语
en,zh,connected network,已连接网络,微软术语
en,zh,disk directory,磁盘目录,微软术语
en,zh,enforcement,强制措施,微软术语
en,zh,HIP challenge,HIP 质询,微软术语
en,zh,dynaset,动态集,微软术语
en,zh,grab,捕捉,微软术语
en,zh,active color palette,活动调色板,微软术语
en,zh,intruder,入侵者,微软术语
en,zh,two-factor authentication,双因素身份验证,微软术语
en,zh,TFA,TFA,微软术语
en,zh,full differential backup,完整差异备份,微软术语
en,zh,salesperson,销售员,微软术语
en,zh,transmitting station ID string,传输站 ID 字符串,微软术语
en,zh,TSID string,TSID 字符串,微软术语
en,zh,consume,使用,微软术语
en,zh,Tobacco,烟草,微软术语
en,zh,capture buffer,捕获缓冲区,微软术语
en,zh,My Documents,我的文档,微软术语
en,zh,radio frequency interference,射频干扰,微软术语
en,zh,RFI,RFI,微软术语
en,zh,lobby page,介绍页,微软术语
en,zh,joke program,玩笑程序,微软术语
en,zh,Internet Protocol multicasting,Internet 协议多播,微软术语
en,zh,work item query,工作项查询,微软术语
en,zh,packaging,打包,微软术语
en,zh,cell reference,单元格引用,微软术语
en,zh,character device,字符设备,微软术语
en,zh,Sonata,奏鸣曲,微软术语
en,zh,Windows Basics,Windows 基础,微软术语
en,zh,scheme color,配色方案颜色,微软术语
en,zh,digital audio tape,数字音频带,微软术语
en,zh,DAT,DAT,微软术语
en,zh,Hardcore,硬核,微软术语
en,zh,active document,活动文档,微软术语
en,zh,distance vector multicast routing protocol,远程矢量多播路由协议,微软术语
en,zh,setup,安装,微软术语
en,zh,Microsoft CRM laptop client for Microsoft Office Outlook,Microsoft CRM laptop client for Microsoft Office Outlook,微软术语
en,zh,Microsoft CRM laptop client for Outlook,Microsoft CRM laptop client for Outlook,微软术语
en,zh,object model diagram,对象模型图,微软术语
en,zh,programmable logic device,可编程逻辑器件,微软术语
en,zh,PLD,PLD,微软术语
en,zh,Windows key,Windows 键,微软术语
en,zh,Windows logo key,Windows 徽标键,微软术语
en,zh,linear fraction,分数(横式),微软术语
en,zh,Scorecard View,记分卡视图,微软术语
en,zh,pilot,试点,微软术语
en,zh,bit image,位图,微软术语
en,zh,optional hyphen,可选连字符,微软术语
en,zh,soft hyphen,软连字符,微软术语
en,zh,offline restore,脱机还原,微软术语
en,zh,PIF,PIF,微软术语
en,zh,program information file,程序信息文件,微软术语
en,zh,language-integrated query,语言集成查询,微软术语
en,zh,LINQ,LINQ,微软术语
en,zh,Chess Titans,Chess Titans,微软术语
en,zh,Planning System Database,规划系统数据库,微软术语
en,zh,NFS server,NFS 服务器,微软术语
en,zh,write,写入,微软术语
en,zh,antivirus program,防病毒程序,微软术语
en,zh,antivirus software,防病毒软件,微软术语
en,zh,antivirus,防病毒软件,微软术语
en,zh,anti-virus,防病毒软件,微软术语
en,zh,AV,AV,微软术语
en,zh,antimalware program,反恶意程序,微软术语
en,zh,antimalware software,反恶意软件,微软术语
en,zh,antimalware,反恶意软件,微软术语
en,zh,AM,AM,微软术语
en,zh,Read permission,读取权限,微软术语
en,zh,Microsoft® Office Project Portfolio Web Access,Microsoft® Office Project Portfolio Web Access,微软术语
en,zh,gatekeeper,网关守卫,微软术语
en,zh,Bezier curve,贝塞尔曲线,微软术语
en,zh,document,文档,微软术语
en,zh,doc,文档,微软术语
en,zh,LAN emulation configuration server,LAN 仿真配置服务器,微软术语
en,zh,jump statement,跳转语句,微软术语
en,zh,head,头,微软术语
en,zh,thread,线程,微软术语
en,zh,file recovery,文件恢复,微软术语
en,zh,system management interrupt,系统管理中断,微软术语
en,zh,SMI,SMI,微软术语
en,zh,Microsoft Distributed Transaction Coordinator,Microsoft 分布式事务处理协调器,微软术语
en,zh,MS DTC,MS DTC,微软术语
en,zh,MSDTC,MPEG Audio Layer-3,微软术语
en,zh,DTC,DTC,微软术语
en,zh,Distributed Transaction Coordinator,分布式事务处理协调器,微软术语
en,zh,hidden,隐藏,微软术语
en,zh,cooked mode,成熟模式,微软术语
en,zh,fuzzy logic,模糊逻辑,微软术语
en,zh,request handler,请求处理器,微软术语
en,zh,Parents Strongly Cautioned,家长强烈警告,微软术语
en,zh,TV-14,TV-14,微软术语
en,zh,batch update,批量更新,微软术语
en,zh,amortize,摊销,微软术语
en,zh,Windows OS Loader,Windows OS 加载程序,微软术语
en,zh,straight-line service life depreciation method,平均年限法,微软术语
en,zh,trust level,信任级别,微软术语
en,zh,stream,流式传输,微软术语
en,zh,OEM branding,OEM 品牌,微软术语
en,zh,assigned management point,分配的管理点,微软术语
en,zh,capture device,捕获设备,微软术语
en,zh,container,容器,微软术语
en,zh,Berkeley Software Distribution,BSD UNIX 操作系统,微软术语
en,zh,BSD,BSD,微软术语
en,zh,receipt notification,回执通知,微软术语
en,zh,system rating,系统分级,微软术语
en,zh,delegation wizard,委派向导,微软术语
en,zh,check-in,签入,微软术语
en,zh,backdoor,后门程序,微软术语
en,zh,spot metering,点测光,微软术语
en,zh,technician computer,技术人员计算机,微软术语
en,zh,dynamic adapter,动态适配器,微软术语
en,zh,PCI,PCI,微软术语
en,zh,peripheral component interconnect,外围组件互连,微软术语
en,zh,ranking,分级,微软术语
en,zh,Zip drive,Zip 驱动器,微软术语
en,zh,banding,分级,微软术语
en,zh,topoloader,拓扑加载器,微软术语
en,zh,RAM cache,RAM 高速缓存,微软术语
en,zh,random access memory cache,随机存取内存高速缓存,微软术语
en,zh,Microsoft® Office Outlook® 2007,Microsoft® Office Outlook® 2007,微软术语
en,zh,build cycle,生成周期,微软术语
en,zh,dongle,硬件保护装置,微软术语
