source_lang,target_lang,source_term,target_term,category
en,zh,Carbon Steel,碳钢,机械材料
en,zh,Alloy Steel,合金钢,机械材料
en,zh,Cast Iron,铸铁,机械材料
en,zh,Aluminum Alloy,铝合金,机械材料
en,zh,Copper Alloy,铜合金,机械材料
en,zh,Brass,黄铜,机械材料
en,zh,Bronze,青铜,机械材料
en,zh,Titanium Alloy,钛合金,机械材料
en,zh,Plastic,塑料,机械材料
en,zh,Engineering Plastic,工程塑料,机械材料
en,zh,ABS (Acrylonitrile Butadiene Styrene),丙烯腈-丁二烯-苯乙烯共聚物,机械材料
en,zh,POM (Polyoxymethylene),聚甲醛,机械材料
en,zh,PA (Polyamide),聚酰胺（尼龙）,机械材料
en,zh,PC (Polycarbonate),聚碳酸酯,机械材料
en,zh,PVC (Polyvinyl Chloride),聚氯乙烯,机械材料
en,zh,PE (Polyethylene),聚乙烯,机械材料
en,zh,PP (Polypropylene),聚丙烯,机械材料
en,zh,PTFE (Polytetrafluoroethylene),聚四氟乙烯,机械材料
en,zh,Rubber,橡胶,机械材料
en,zh,Silicone,硅胶,机械材料
en,zh,Heat Treatment,热处理,机械工艺
en,zh,Annealing,退火,机械工艺
en,zh,Quenching,淬火,机械工艺
en,zh,Tempering,回火,机械工艺
en,zh,Normalizing,正火,机械工艺
en,zh,Carburizing,渗碳,机械工艺
en,zh,Nitriding,渗氮,机械工艺
en,zh,Surface Treatment,表面处理,机械工艺
en,zh,Anodizing,阳极氧化,机械工艺
en,zh,Galvanizing,镀锌,机械工艺
en,zh,Electroplating,电镀,机械工艺
en,zh,Painting,喷漆,机械工艺
en,zh,Powder Coating,粉末喷涂,机械工艺
en,zh,Polishing,抛光,机械工艺
en,zh,Blasting,喷砂,机械工艺
en,zh,Shot Blasting,抛丸,机械工艺
en,zh,Tolerance,公差,机械术语
en,zh,Dimensional Tolerance,尺寸公差,机械术语
en,zh,Fit,配合,机械术语
en,zh,Clearance Fit,间隙配合,机械术语
en,zh,Interference Fit,过盈配合,机械术语
en,zh,Transition Fit,过渡配合,机械术语
en,zh,Surface Roughness,表面粗糙度,机械术语
en,zh,Precision,精度,机械术语
en,zh,Accuracy,准确度,机械术语
en,zh,RPM (Revolutions Per Minute),每分钟转数,机械术语
en,zh,Torque,扭矩,机械术语
en,zh,Power,功率,机械术语
en,zh,Horsepower,马力,机械术语
en,zh,Load,负载,机械术语
en,zh,Maximum Load,最大负载,机械术语
en,zh,Rated Power,额定功率,机械术语
en,zh,Voltage,电压,机械术语
en,zh,Current,电流,机械术语
en,zh,Frequency,频率,机械术语
en,zh,Phase,相数,机械术语
en,zh,Three-Phase,三相,机械术语
en,zh,Single-Phase,单相,机械术语
en,zh,Industrial Standard,工业标准,机械术语
en,zh,ISO Standard,ISO标准,机械术语
en,zh,GB Standard,国标,机械术语
en,zh,CE Certification,CE认证,机械术语
en,zh,UL Certification,UL认证,机械术语
en,zh,RoHS Compliance,RoHS合规,机械术语
en,zh,REACH Compliance,REACH合规,机械术语
en,zh,CE Marking,CE标志,机械术语
en,zh,Safety Guard,安全防护罩,机械安全
en,zh,Emergency Stop,急停,机械安全
en,zh,Emergency Stop Button,急停按钮,机械安全
en,zh,Safety Switch,安全开关,机械安全
en,zh,Interlock,联锁装置,机械安全
en,zh,Protective Cover,防护罩,机械安全
en,zh,Safety Certificate,安全证书,机械安全
en,zh,Machine Guard,机器防护装置,机械安全
en,zh,Risk Assessment,风险评估,机械安全
en,zh,Operating Manual,操作手册,机械文档
en,zh,User Manual,用户手册,机械文档
en,zh,Installation Manual,安装手册,机械文档
en,zh,Maintenance Manual,维护手册,机械文档
en,zh,Spare Parts,备件,机械文档
en,zh,Wear Parts,易损件,机械文档
en,zh,Consumables,耗材,机械文档
en,zh,Warranty,保修,机械文档
en,zh,After-Sales Service,售后服务,机械文档
en,zh,Technical Support,技术支持,机械文档
en,zh,Installation,安装,机械文档
en,zh,Commissioning,调试,机械文档
en,zh,Maintenance,维护,机械文档
en,zh,Inspection,检验,机械文档
en,zh,Calibration,校准,机械文档
en,zh,Troubleshooting,故障排除,机械文档
en,zh,Fault Diagnosis,故障诊断,机械文档
en,zh,Spare Parts List,备件清单,机械文档
en,zh,Drawing Number,图号,机械文档
en,zh,Part Number,零件号,机械文档
en,zh,Technical Drawing,技术图纸,机械文档
en,zh,CAD Drawing,CAD图纸,机械文档
en,zh,Schematic,原理图,机械文档
en,zh,Assembly Drawing,装配图,机械文档
